Price,Prediction
10568.2,9729.3
10612.3,9594.4
10348.8,9585.4
9729.3,9491.0
9594.4,9729.4
9585.4,10184.8
9491.0,10371.8
9729.4,10136.3
10184.8,10131.0
10371.8,10388.7
10136.3,10105.0
10131.0,10141.5
10388.7,10752.6
10105.0,10910.7
10141.5,10312.7
10752.6,10218.1
10910.7,10335.6
10312.7,10303.4
10218.1,10049.4
10335.6,10892.9
10303.4,11394.2
10049.4,11517.2
10892.9,11314.5
11394.2,12089.8
11517.2,12191.6
11314.5,12013.9
12089.8,11480.9
12191.6,11816.8
12013.9,10934.6
11480.9,10815.7
11816.8,10520.1
10934.6,10380.0
10815.7,10082.0
10520.1,9580.7
10380.0,9580.9
10082.0,9727.8
9580.7,9492.1
9580.9,9831.0
9727.8,9945.3
9492.1,9804.3
9831.0,9888.7
9945.3,10412.5
9804.3,10714.4
9888.7,10826.7
10412.5,10571.5
10714.4,10651.4
10826.7,9723.2
10571.5,9424.8
10651.4,10845.9
9723.2,10200.1
9424.8,11364.9
10845.9,11762.1
10200.1,11342.3
11364.9,12110.6
11762.1,12541.5
11342.3,12252.6
12110.6,11415.9
12541.5,11268.0
12252.6,10970.2
11415.9,11163.1
11268.0,11900.8
10970.2,10835.9
11163.1,10616.6
11900.8,10818.6
10835.9,11906.5
10616.6,12409.1
10818.6,11287.8
11906.5,13063.8
12409.1,11809.9
11287.8,11046.4
13063.8,10897.1
11809.9,10721.7
11046.4,10179.3
10897.1,9517.0
10721.7,9255.4
10179.3,9080.6
9517.0,9318.8
9255.4,8962.5
9080.6,8812.5
9318.8,8656.1
8962.5,8219.0
8812.5,8133.1
8656.1,7888.0
8219.0,7987.8
8133.1,7635.0
7888.0,7901.4
7987.8,7985.2
7635.0,7784.9
7901.4,7779.1
7985.2,7685.5
7784.9,8124.8
7779.1,8728.6
7685.5,8545.7
8124.8,8558.3
8728.6,8271.9
8545.7,8647.8
8558.3,8716.3
8271.9,8760.1
8647.8,8630.2
8716.3,8027.4
8760.1,7970.1
8630.2,7852.1
8027.4,7635.7
7970.1,7930.3
7852.1,7965.3
7635.7,8157.2
7930.3,7262.6
7965.3,7359.5
8157.2,7871.8
7262.6,8164.6
7359.5,7994.6
7871.8,7806.0
8164.6,6984.8
7994.6,7190.3
7806.0,6386.0
6984.8,6191.5
7190.3,5990.3
6386.0,5849.5
6191.5,5745.1
5990.3,5774.9
5849.5,5830.9
5745.1,5766.8
5774.9,5493.8
5830.9,5384.2
5766.8,5320.8
5493.8,5235.0
5384.2,5302.3
5320.8,5265.9
5235.0,5298.3
5302.3,5209.1
5265.9,5415.6
5298.3,5511.6
5209.1,5346.7
5415.6,5243.5
5511.6,5290.2
5346.7,5241.0
5243.5,5264.7
5290.2,5208.3
5241.0,5180.9
5264.7,5032.3
5208.3,5134.8
5180.9,5051.8
5032.3,5054.2
5134.8,5022.6
5051.8,5307.8
5054.2,5158.4
5022.6,5245.2
5307.8,5173.6
5158.4,5046.2
5245.2,5010.2
5173.6,4902.4
5046.2,4968.7
5010.2,4859.3
4902.4,4145.1
4968.7,4102.3
4859.3,4111.8
4145.1,4102.2
4102.3,4025.6
4111.8,4041.7
4102.2,3942.8
4025.6,3937.0
4041.7,3994.7
3942.8,4002.5
3937.0,3990.4
3994.7,3982.2
4002.5,4041.2
3990.4,4017.0
3982.2,3990.2
4041.2,3981.5
4017.0,4006.4
3990.2,3924.3
3981.5,3879.0
4006.4,3865.1
3924.3,3886.0
3879.0,3870.3
3865.1,3915.2
3886.0,3944.3
3870.3,3865.9
3915.2,3875.1
3944.3,3863.0
3865.9,3857.2
3875.1,3715.9
3863.0,3809.5
3857.2,3823.1
3715.9,3821.9
3809.5,3816.6
3823.1,3814.6
3821.9,3810.3
3816.6,3833.7
3814.6,3755.2
3810.3,4120.4
3833.7,3965.2
3755.2,3936.6
4120.4,3972.4
3965.2,3914.3
3936.6,3896.0
3972.4,3664.2
3914.3,3616.8
3896.0,3604.7
3664.2,3592.6
3616.8,3611.5
3604.7,3632.0
3592.6,3631.8
3611.5,3679.0
3632.0,3661.4
3631.8,3661.7
3679.0,3397.7
3661.4,3404.3
3661.7,3468.4
3397.7,3462.8
3404.3,3459.1
3468.4,3502.5
3462.8,3467.9
3459.1,3437.2
3502.5,3460.0
3467.9,3414.8
3437.2,3442.8
3460.0,3555.6
3414.8,3570.9
3442.8,3572.0
3555.6,3574.3
3570.9,3561.5
3572.0,3580.1
3574.3,3536.7
3561.5,3542.3
3580.1,3677.8
3536.7,3605.6
3542.3,3626.4
3677.8,3588.0
3605.6,3571.3
3626.4,3638.1
3588.0,3490.2
3571.3,3597.2
3638.1,3616.5
3490.2,3603.7
3597.2,3978.0
3616.5,3971.0
3603.7,3985.9
3978.0,4004.1
3971.0,3785.4
3985.9,3802.7
4004.1,3780.1
3785.4,3873.8
3802.7,3809.4
3780.1,3709.4
3873.8,3815.0
3809.4,3706.8
3709.4,3861.6
3815.0,3586.9
3706.8,3793.7
3861.6,3762.5
3586.9,4026.1
3793.7,3944.4
3762.5,3964.4
4026.1,3850.9
3944.4,4076.0
3964.4,3687.1
3850.9,3668.0
4076.0,3526.1
3687.1,3247.9
3668.0,3228.7
3526.1,3247.8
3247.9,3315.3
3228.7,3466.1
3247.8,3407.7
3315.3,3460.5
3466.1,3567.5
3407.7,3430.4
3460.5,3422.2
3567.5,3508.6
3430.4,3771.6
3422.2,3958.5
3508.6,3897.8
3771.6,4160.4
3958.5,4196.2
3897.8,4039.7
4160.4,4296.5
4196.2,4265.4
4039.7,3866.5
4296.5,3837.0
4265.4,4062.2
3866.5,3920.4
3837.0,4398.0
4062.2,4356.0
3920.4,4638.7
4398.0,4524.6
4356.0,4883.8
4638.7,5658.3
4524.6,5621.8
4883.8,5636.2
5658.3,5718.9
5621.8,5842.4
5636.2,6429.2
5718.9,6435.0
5842.4,6446.1
6429.2,6427.1
6435.0,6412.0
6446.1,6474.0
6427.1,6565.3
6412.0,6502.8
6474.0,6459.7
6565.3,6478.2
6502.8,6386.2
6459.7,6424.7
6478.2,6400.5
6386.2,6365.9
6424.7,6325.7
6400.5,6335.0
6365.9,6486.1
6325.7,6494.2
6335.0,6510.0
6486.1,6507.0
6494.2,6530.7
6510.0,6528.7
6507.0,6555.8
6530.7,6583.0
6528.7,6572.2
6555.8,6512.0
6583.0,6574.1
6572.2,6686.6
6512.0,6705.3
6574.1,6699.8
6686.6,6326.8
6705.3,6321.7
6699.8,6291.3
6326.8,6239.1
6321.7,6618.0
6291.3,6650.8
6239.1,6669.6
6618.0,6611.0
6650.8,6596.3
6669.6,6639.1
6611.0,6584.2
6596.3,6507.8
6639.1,6549.9
6584.2,6608.2
6507.8,6635.2
6549.9,6603.9
6608.2,6636.0
6635.2,6689.2
6603.9,6468.1
6636.0,6445.1
6689.2,6584.1
6468.1,6704.1
6445.1,6729.6
6584.1,6766.7
6704.1,6489.2
6729.6,6390.4
6766.7,6342.0
6489.2,6251.9
6390.4,6500.2
6342.0,6519.0
6251.9,6483.7
6500.2,6482.9
6519.0,6338.0
6483.7,6293.9
6482.9,6321.0
6338.0,6238.5
6293.9,6184.3
6321.0,6390.9
6238.5,6514.0
6184.3,6706.8
6390.9,7377.5
6514.0,7264.2
6706.8,7293.9
7377.5,7189.6
7264.2,7033.8
7293.9,6993.7
7189.6,7029.1
7033.8,7074.6
6993.7,6897.6
7029.1,6712.7
7074.6,6734.8
6897.6,6680.4
6712.7,6521.2
6734.8,6359.6
6680.4,6482.2
6521.2,6268.1
6359.6,6481.5
6482.2,6379.1
6268.1,6581.7
6481.5,6306.7
6379.1,6256.9
6581.7,6190.2
6306.7,6255.3
6256.9,6313.0
6190.2,6231.6
6255.3,6152.3
6313.0,6538.8
6231.6,6283.6
6152.3,6724.9
6538.8,6943.6
6283.6,7027.1
6724.9,7014.3
6943.6,7419.0
7027.1,7535.6
7014.3,7606.4
7419.0,7729.4
7535.6,8177.1
7606.4,8215.6
7729.4,8234.1
8177.1,8187.4
8215.6,7937.0
8234.1,8173.7
8187.4,8407.0
7937.0,7723.0
8173.7,7412.3
8407.0,7408.7
7723.0,7339.4
7412.3,7477.5
7408.7,7383.6
7339.4,7322.0
7477.5,6729.9
7383.6,6362.9
7322.0,6254.8
6729.9,6230.2
6362.9,6250.6
6254.8,6389.1
6230.2,6307.2
6250.6,6667.1
6389.1,6714.8
6307.2,6765.5
6667.1,6617.7
6714.8,6546.5
6765.5,6598.4
6617.7,6513.5
6546.5,6619.5
6598.4,6366.8
6513.5,6398.9
6619.5,6213.3
6366.8,5883.5
6398.9,6154.9
6213.3,6082.1
5883.5,6256.6
6154.9,6154.6
6082.1,6167.3
6256.6,6055.7
6154.6,6728.0
6167.3,6765.4
6055.7,6752.4
6728.0,6719.8
6765.4,6460.3
6752.4,6505.8
6719.8,6410.3
6460.3,6647.1
6505.8,6312.3
6410.3,6558.2
6647.1,6885.9
6312.3,6775.1
6558.2,7515.8
6885.9,7622.1
6775.1,7697.8
7515.8,7661.0
7622.1,7631.5
7697.8,7504.3
7661.0,7729.3
7631.5,7646.6
7504.3,7530.8
7729.3,7502.6
7646.6,7400.1
7530.8,7467.7
7502.6,7119.3
7400.1,7366.7
7467.7,7361.3
7119.3,7477.7
7366.7,7592.9
7361.3,7512.3
7477.7,8006.0
7592.9,8403.3
7512.3,8529.0
8006.0,8245.1
8403.3,8245.7
8529.0,8063.0
8245.1,8344.4
8245.7,8477.0
8063.0,8674.1
8344.4,8693.5
8477.0,8459.5
8674.1,8408.3
8693.5,9025.7
8459.5,9319.1
8408.3,9196.4
9025.7,9431.6
9319.1,9656.4
9196.4,9853.5
9431.6,9708.6
9656.4,9749.7
9853.5,9243.2
9708.6,9074.9
9749.7,9245.1
9243.2,9415.1
9074.9,9352.4
9245.1,8940.9
9415.1,9287.0
9352.4,8873.1
8940.9,9645.3
9287.0,8952.8
8873.1,8806.7
9645.3,8923.1
8952.8,8867.0
8806.7,8290.8
8923.1,8178.4
8867.0,7908.6
8290.8,8070.0
8178.4,8363.6
7908.6,8004.4
8070.0,7887.4
8363.6,7926.6
8004.4,6962.1
7887.4,6854.8
7926.6,6781.9
6962.1,7030.5
6854.8,6905.7
6781.9,6624.3
7030.5,6782.0
6905.7,6808.9
6624.3,7424.2
6782.0,7068.4
6808.9,6825.2
7424.2,6938.2
7068.4,6853.7
6825.2,7129.2
6938.2,7954.9
6853.7,7801.7
7129.2,8143.5
7954.9,8473.2
7801.7,8547.4
8143.5,8916.8
8473.2,8726.2
8547.4,8905.9
8916.8,8912.6
8726.2,8616.8
8905.9,8201.2
8912.6,7874.9
8616.8,8289.2
8201.2,8264.4
7874.9,8210.6
8289.2,9154.9
8264.4,9137.4
8210.6,9529.6
9154.9,8762.0
9137.4,9217.0
9529.6,9300.0
8762.0,9902.9
9217.0,10675.1
9300.0,11330.6
9902.9,11416.5
10675.1,11402.3
11330.6,10827.7
11416.5,10904.5
11402.3,10333.9
10827.7,10594.4
10904.5,10285.1
10333.9,9585.2
10594.4,9704.3
10285.1,10170.4
9585.2,9841.7
9704.3,10473.0
10170.4,11238.7
9841.7,11169.4
10473.0,10398.8
